item_code,item_name,item_description,qty,qty_unit,manual_unit_price,unit_cost,cost_currency,tax_class,markup_override
10.5.6,CALIBRATION AND TEST INSTALL KIT,CALIBRATION AND TEST INSTALL KIT; FRP/HDPE chemical-resistant utility construction; NFPA 2 hydrogen technologies design consideration; design ambient -20 to 45 degC. Supplier cost currency: SGD.,5,EA,,9044.59,SGD,,24
11,PLC SCADA AND CYBERSECURITY,"PLC panels, safety PLC, HMI, historian gateway, remote access, network segmentation, and cybersecurity hardening.",1,LOT,,,,,
11.1,CONTROL PLC PANEL,"Main PLC panel, I/O cards, terminals, power supplies, and enclosure hardware.",1,LOT,,,,,
11.1.1,PLC CPU AND RACK,PLC CPU AND RACK; FRP/HDPE chemical-resistant utility construction; ISO 22734 hydrogen generator equipment requirements; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: USD.,3,EA,,18141,USD,,23
11.1.2,REMOTE I/O CARD SET,REMOTE I/O CARD SET; IP66/NEMA 4X outdoor electrical enclosure; NFPA 2 hydrogen technologies design consideration; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: SGD.,4,EA,,24627.03,SGD,,24
11.1.3,CONTROL PANEL ENCLOSURE,CONTROL PANEL ENCLOSURE; ATEX/IECEx suitable hydrogen-area component selection; ASME B31.3 process piping fabrication basis; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: AUD.,5,EA,,28604.69,AUD,,20
11.1.4,TERMINAL BLOCK AND WIRE DUCT SET,TERMINAL BLOCK AND WIRE DUCT SET; 316L stainless steel wetted construction; CE/UKCA technical file support package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: GBP.,2,EA,,14712,GBP,,21
11.1.5,24 VDC REDUNDANT POWER SUPPLY,24 VDC REDUNDANT POWER SUPPLY; duplex stainless steel process wetted construction; UL 508A industrial control panel construction basis; design ambient -20 to 45 degC. Supplier cost currency: EUR.,3,EA,,17104.63,EUR,,22
11.1.6,PANEL COOLING FAN FILTER SET,PANEL COOLING FAN FILTER SET; EPDM/PTFE compatible deionized water service; ISO 9001 traceable manufacturing record package; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: KRW.,4,EA,,25419178.08,KRW,,23
11.2,SAFETY PLC AND ESD,"Safety PLC, emergency shutdown inputs, relay outputs, and proof-test support.",1,LOT,,,,,
11.2.1,SAFETY PLC AND ASSEMBLY,SAFETY PLC AND ASSEMBLY; IP66/NEMA 4X outdoor electrical enclosure; NFPA 2 hydrogen technologies design consideration; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: AUD.,4,EA,,34028.12,AUD,,26
11.2.2,SAFETY PLC AND MODULE,SAFETY PLC AND MODULE; ATEX/IECEx suitable hydrogen-area component selection; ASME B31.3 process piping fabrication basis; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: GBP.,5,EA,,17488.80,GBP,,22
11.2.3,SAFETY PLC AND PANEL,SAFETY PLC AND PANEL; 316L stainless steel wetted construction; CE/UKCA technical file support package; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: EUR.,2,EA,,20318.52,EUR,,23
11.2.4,SAFETY PLC AND MANIFOLD,SAFETY PLC AND MANIFOLD; duplex stainless steel process wetted construction; UL 508A industrial control panel construction basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: KRW.,3,EA,,30173972.60,KRW,,24
11.2.5,SAFETY PLC AND SENSOR SET,SAFETY PLC AND SENSOR SET; EPDM/PTFE compatible deionized water service; ISO 9001 traceable manufacturing record package; design ambient -20 to 45 degC. Supplier cost currency: HKD.,4,EA,,172734.38,HKD,,25
11.2.6,SAFETY PLC AND INSTALL KIT,SAFETY PLC AND INSTALL KIT; copper busbar with tin-plated contact surfaces; IEC 60204-1 electrical machinery compliance; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: JPY.,5,EA,,3312388.06,JPY,,26
11.3,HMI SCADA AND HISTORIAN,"Operator HMI, SCADA screens, historian gateway, dashboards, and reports.",1,LOT,,,,,
11.3.1,HMI SCADA AND ASSEMBLY,HMI SCADA AND ASSEMBLY; ATEX/IECEx suitable hydrogen-area component selection; ASME B31.3 process piping fabrication basis; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: EUR.,5,EA,,20291.67,EUR,,22
11.3.2,HMI SCADA AND MODULE,HMI SCADA AND MODULE; 316L stainless steel wetted construction; CE/UKCA technical file support package; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: KRW.,2,EA,,30134246.58,KRW,,23
11.3.3,HMI SCADA AND PANEL,HMI SCADA AND PANEL; duplex stainless steel process wetted construction; UL 508A industrial control panel construction basis; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: HKD.,3,EA,,172507.81,HKD,,24
11.3.4,HMI SCADA AND MANIFOLD,HMI SCADA AND MANIFOLD; EPDM/PTFE compatible deionized water service; ISO 9001 traceable manufacturing record package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: JPY.,4,EA,,3308059.70,JPY,,25
11.3.5,HMI SCADA AND SENSOR SET,HMI SCADA AND SENSOR SET; copper busbar with tin-plated contact surfaces; IEC 60204-1 electrical machinery compliance; design ambient -20 to 45 degC. Supplier cost currency: CNY.,5,EA,,158907.14,CNY,,26
11.3.6,HMI SCADA AND INSTALL KIT,HMI SCADA AND INSTALL KIT; powder-coated carbon steel structural frame; IEC 61511 instrumented protection design basis; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: USD.,2,EA,,22330,USD,,22
11.3.7,SCADA TREND TEMPLATE PACK,SCADA TREND TEMPLATE PACK; supplemental controlled item for hydrogen plant subassembly 11.3; factory traceability and commissioning readiness included. Supplier cost currency: SGD.,4,EA,,12112.16,SGD,,21
11.3.8,HISTORIAN TAG DATABASE,HISTORIAN TAG DATABASE; supplemental controlled item for hydrogen plant subassembly 11.3; factory traceability and commissioning readiness included. Supplier cost currency: AUD.,1,EA,,14156.25,AUD,,22
11.3.9,ALARM RATIONALIZATION IMPORT,ALARM RATIONALIZATION IMPORT; supplemental controlled item for hydrogen plant subassembly 11.3; factory traceability and commissioning readiness included. Supplier cost currency: GBP.,2,EA,,7325.60,GBP,,23
11.3.10,OPERATOR GRAPHIC FACEPLATE SET,OPERATOR GRAPHIC FACEPLATE SET; supplemental controlled item for hydrogen plant subassembly 11.3; factory traceability and commissioning readiness included. Supplier cost currency: EUR.,3,EA,,8568.52,EUR,,24
11.3.11,REMOTE DASHBOARD CONNECTOR,REMOTE DASHBOARD CONNECTOR; supplemental controlled item for hydrogen plant subassembly 11.3; factory traceability and commissioning readiness included. Supplier cost currency: KRW.,4,EA,,12809589.04,KRW,,25
11.3.12,EVENT LOG REPORT TEMPLATE,EVENT LOG REPORT TEMPLATE; supplemental controlled item for hydrogen plant subassembly 11.3; factory traceability and commissioning readiness included. Supplier cost currency: HKD.,1,EA,,73812.50,HKD,,20
11.4,NETWORK AND REMOTE ACCESS,"Industrial switches, firewall, VPN router, fiber converters, and remote access setup.",1,LOT,,,,,
11.4.1,NETWORK AND REMOTE ASSEMBLY,NETWORK AND REMOTE ASSEMBLY; 316L stainless steel wetted construction; CE/UKCA technical file support package; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: HKD.,2,EA,,172281.25,HKD,,23
11.4.2,NETWORK AND REMOTE MODULE,NETWORK AND REMOTE MODULE; duplex stainless steel process wetted construction; UL 508A industrial control panel construction basis; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: JPY.,3,EA,,3303731.34,JPY,,24
11.4.3,NETWORK AND REMOTE PANEL,NETWORK AND REMOTE PANEL; EPDM/PTFE compatible deionized water service; ISO 9001 traceable manufacturing record package; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: CNY.,4,EA,,158700,CNY,,25
11.4.4,NETWORK AND REMOTE MANIFOLD,NETWORK AND REMOTE MANIFOLD; copper busbar with tin-plated contact surfaces; IEC 60204-1 electrical machinery compliance; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: USD.,5,EA,,22301,USD,,26
11.4.5,NETWORK AND REMOTE SENSOR SET,NETWORK AND REMOTE SENSOR SET; powder-coated carbon steel structural frame; IEC 61511 instrumented protection design basis; design ambient -20 to 45 degC. Supplier cost currency: SGD.,2,EA,,30248.65,SGD,,22
11.4.6,NETWORK AND REMOTE INSTALL KIT,NETWORK AND REMOTE INSTALL KIT; FRP/HDPE chemical-resistant utility construction; ISO 22734 hydrogen generator equipment requirements; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: AUD.,3,EA,,35104.69,AUD,,23
11.5,CYBERSECURITY HARDENING,"Account policy, backup image, allow-listing, logging, and hardening documentation.",1,LOT,,,,,
11.5.1,CYBERSECURITY HARDENING ASSEMBLY,CYBERSECURITY HARDENING ASSEMBLY; duplex stainless steel process wetted construction; UL 508A industrial control panel construction basis; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: CNY.,3,EA,,158492.86,CNY,,24
11.5.2,CYBERSECURITY HARDENING MODULE,CYBERSECURITY HARDENING MODULE; EPDM/PTFE compatible deionized water service; ISO 9001 traceable manufacturing record package; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: USD.,4,EA,,22272,USD,,25
11.5.3,CYBERSECURITY HARDENING PANEL,CYBERSECURITY HARDENING PANEL; copper busbar with tin-plated contact surfaces; IEC 60204-1 electrical machinery compliance; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: SGD.,5,EA,,30209.46,SGD,,26
11.5.4,CYBERSECURITY HARDENING MANIFOLD,CYBERSECURITY HARDENING MANIFOLD; powder-coated carbon steel structural frame; IEC 61511 instrumented protection design basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: AUD.,2,EA,,35059.38,AUD,,22
11.5.5,CYBERSECURITY HARDENING SENSOR SET,CYBERSECURITY HARDENING SENSOR SET; FRP/HDPE chemical-resistant utility construction; ISO 22734 hydrogen generator equipment requirements; design ambient -20 to 45 degC. Supplier cost currency: GBP.,3,EA,,18016.80,GBP,,23
11.5.6,CYBERSECURITY HARDENING INSTALL KIT,CYBERSECURITY HARDENING INSTALL KIT; IP66/NEMA 4X outdoor electrical enclosure; NFPA 2 hydrogen technologies design consideration; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: EUR.,4,EA,,20929.63,EUR,,24
12,ELECTRICAL DISTRIBUTION AND CABLING,"MCCs, UPS, cable tray, grounding, lighting, small power, field wiring, and termination materials.",1,LOT,,,,,
12.1,MCC AND DISTRIBUTION BOARDS,"Motor control center, distribution boards, breakers, starters, and metering.",1,LOT,,,,,
12.1.1,MCC AND DISTRIBUTION ASSEMBLY,MCC AND DISTRIBUTION ASSEMBLY; IP66/NEMA 4X outdoor electrical enclosure; ISO 22734 hydrogen generator equipment requirements; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: GBP.,5,EA,,13161.60,GBP,,25
12.1.2,MCC AND DISTRIBUTION MODULE,MCC AND DISTRIBUTION MODULE; ATEX/IECEx suitable hydrogen-area component selection; NFPA 2 hydrogen technologies design consideration; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: EUR.,6,EA,,15310.19,EUR,,21
12.1.3,MCC AND DISTRIBUTION PANEL,MCC AND DISTRIBUTION PANEL; 316L stainless steel wetted construction; ASME B31.3 process piping fabrication basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: KRW.,3,EA,,22764383.56,KRW,,22
12.1.4,MCC AND DISTRIBUTION MANIFOLD,MCC AND DISTRIBUTION MANIFOLD; duplex stainless steel process wetted construction; CE/UKCA technical file support package; design ambient -20 to 45 degC. Supplier cost currency: HKD.,4,EA,,130476.56,HKD,,23
12.1.5,MCC AND DISTRIBUTION SENSOR SET,MCC AND DISTRIBUTION SENSOR SET; EPDM/PTFE compatible deionized water service; UL 508A industrial control panel construction basis; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: JPY.,5,EA,,2505074.63,JPY,,24
12.1.6,MCC AND DISTRIBUTION INSTALL KIT,MCC AND DISTRIBUTION INSTALL KIT; copper busbar with tin-plated contact surfaces; ISO 9001 traceable manufacturing record package; continuous operation duty with remote monitoring. Supplier cost currency: CNY.,6,EA,,120478.57,CNY,,25
12.2,UPS AND DC POWER SUPPLIES,"UPS, batteries, chargers, 24 VDC power supplies, and redundancy modules.",1,LOT,,,,,
12.2.1,UPS AND DC ASSEMBLY,UPS AND DC ASSEMBLY; ATEX/IECEx suitable hydrogen-area component selection; NFPA 2 hydrogen technologies design consideration; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: KRW.,6,EA,,22724657.53,KRW,,21
12.2.2,UPS AND DC MODULE,UPS AND DC MODULE; 316L stainless steel wetted construction; ASME B31.3 process piping fabrication basis; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: HKD.,3,EA,,130250,HKD,,22
12.2.3,UPS AND DC PANEL,UPS AND DC PANEL; duplex stainless steel process wetted construction; CE/UKCA technical file support package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: JPY.,4,EA,,2500746.27,JPY,,23
12.2.4,UPS AND DC MANIFOLD,UPS AND DC MANIFOLD; EPDM/PTFE compatible deionized water service; UL 508A industrial control panel construction basis; design ambient -20 to 45 degC. Supplier cost currency: CNY.,5,EA,,120271.43,CNY,,24
12.2.5,UPS AND DC SENSOR SET,UPS AND DC SENSOR SET; copper busbar with tin-plated contact surfaces; ISO 9001 traceable manufacturing record package; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: USD.,6,EA,,16921,USD,,25
12.2.6,UPS AND DC INSTALL KIT,UPS AND DC INSTALL KIT; powder-coated carbon steel structural frame; IEC 60204-1 electrical machinery compliance; continuous operation duty with remote monitoring. Supplier cost currency: SGD.,3,EA,,22978.38,SGD,,21
12.3,CABLE TRAY AND CONDUIT,"Cable tray, conduit, fittings, glands, supports, and segregation barriers.",1,LOT,,,,,
12.3.1,CABLE TRAY AND ASSEMBLY,CABLE TRAY AND ASSEMBLY; 316L stainless steel wetted construction; ASME B31.3 process piping fabrication basis; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: JPY.,3,EA,,2496417.91,JPY,,22
12.3.2,CABLE TRAY AND MODULE,CABLE TRAY AND MODULE; duplex stainless steel process wetted construction; CE/UKCA technical file support package; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: CNY.,4,EA,,120064.29,CNY,,23
12.3.3,CABLE TRAY AND PANEL,CABLE TRAY AND PANEL; EPDM/PTFE compatible deionized water service; UL 508A industrial control panel construction basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: USD.,5,EA,,16892,USD,,24
12.3.4,CABLE TRAY AND MANIFOLD,CABLE TRAY AND MANIFOLD; copper busbar with tin-plated contact surfaces; ISO 9001 traceable manufacturing record package; design ambient -20 to 45 degC. Supplier cost currency: SGD.,6,EA,,22939.19,SGD,,25
12.3.5,CABLE TRAY AND SENSOR SET,CABLE TRAY AND SENSOR SET; powder-coated carbon steel structural frame; IEC 60204-1 electrical machinery compliance; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: AUD.,3,EA,,26653.12,AUD,,21
12.3.6,CABLE TRAY AND INSTALL KIT,CABLE TRAY AND INSTALL KIT; FRP/HDPE chemical-resistant utility construction; IEC 61511 instrumented protection design basis; continuous operation duty with remote monitoring. Supplier cost currency: GBP.,4,EA,,13712.80,GBP,,22
12.4,FIELD CABLES AND TERMINATIONS,"Power, signal, fiber, grounding, and instrument cable with terminations.",1,LOT,,,,,
12.4.1,FIELD CABLES AND ASSEMBLY,FIELD CABLES AND ASSEMBLY; duplex stainless steel process wetted construction; CE/UKCA technical file support package; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: USD.,4,EA,,16863,USD,,23
12.4.2,FIELD CABLES AND MODULE,FIELD CABLES AND MODULE; EPDM/PTFE compatible deionized water service; UL 508A industrial control panel construction basis; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: SGD.,5,EA,,22900,SGD,,24
12.4.3,FIELD CABLES AND PANEL,FIELD CABLES AND PANEL; copper busbar with tin-plated contact surfaces; ISO 9001 traceable manufacturing record package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: AUD.,6,EA,,26607.81,AUD,,25
12.4.4,FIELD CABLES AND MANIFOLD,FIELD CABLES AND MANIFOLD; powder-coated carbon steel structural frame; IEC 60204-1 electrical machinery compliance; design ambient -20 to 45 degC. Supplier cost currency: GBP.,3,EA,,13689.60,GBP,,21
12.4.5,FIELD CABLES AND SENSOR SET,FIELD CABLES AND SENSOR SET; FRP/HDPE chemical-resistant utility construction; IEC 61511 instrumented protection design basis; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: EUR.,4,EA,,15921.30,EUR,,22
12.4.6,FIELD CABLES AND INSTALL KIT,FIELD CABLES AND INSTALL KIT; IP66/NEMA 4X outdoor electrical enclosure; ISO 22734 hydrogen generator equipment requirements; continuous operation duty with remote monitoring. Supplier cost currency: KRW.,5,EA,,23668493.15,KRW,,23
12.5,LIGHTING GROUNDING AND SMALL POWER,"LED lighting, receptacles, grounding grid tie-ins, and local small power.",1,LOT,,,,,
12.5.1,LIGHTING GROUNDING AND ASSEMBLY,LIGHTING GROUNDING AND ASSEMBLY; EPDM/PTFE compatible deionized water service; UL 508A industrial control panel construction basis; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: AUD.,4,EA,,29687.50,AUD,,23
12.5.2,LIGHTING GROUNDING AND MODULE,LIGHTING GROUNDING AND MODULE; copper busbar with tin-plated contact surfaces; ISO 9001 traceable manufacturing record package; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: GBP.,5,EA,,15266.40,GBP,,24
12.5.3,LIGHTING GROUNDING AND PANEL,LIGHTING GROUNDING AND PANEL; powder-coated carbon steel structural frame; IEC 60204-1 electrical machinery compliance; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: EUR.,2,EA,,17746.30,EUR,,20
12.5.4,LIGHTING GROUNDING AND MANIFOLD,LIGHTING GROUNDING AND MANIFOLD; FRP/HDPE chemical-resistant utility construction; IEC 61511 instrumented protection design basis; design ambient -20 to 45 degC. Supplier cost currency: KRW.,3,EA,,26368493.15,KRW,,21
12.5.5,LIGHTING GROUNDING AND SENSOR SET,LIGHTING GROUNDING AND SENSOR SET; IP66/NEMA 4X outdoor electrical enclosure; ISO 22734 hydrogen generator equipment requirements; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: HKD.,4,EA,,151031.25,HKD,,22
12.5.6,LIGHTING GROUNDING AND INSTALL KIT,LIGHTING GROUNDING AND INSTALL KIT; ATEX/IECEx suitable hydrogen-area component selection; NFPA 2 hydrogen technologies design consideration; continuous operation duty with remote monitoring. Supplier cost currency: JPY.,5,EA,,2897761.19,JPY,,23
13,FIRE GAS DETECTION AND VENTILATION,"Hydrogen detection, flame detection, smoke detection, ventilation fans, dampers, alarms, and shutdown interfaces.",1,LOT,,,,,
13.1,HYDROGEN GAS DETECTION,"Hydrogen detectors, sampling heads, calibration caps, and detector junction boxes.",1,LOT,,,,,
13.1.1,HYDROGEN GAS DETECTION ASSEMBLY,HYDROGEN GAS DETECTION ASSEMBLY; ATEX/IECEx suitable hydrogen-area component selection; ISO 22734 hydrogen generator equipment requirements; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: HKD.,5,EA,,146585.94,HKD,,20
13.1.2,HYDROGEN GAS DETECTION MODULE,HYDROGEN GAS DETECTION MODULE; 316L stainless steel wetted construction; NFPA 2 hydrogen technologies design consideration; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: JPY.,2,EA,,2812835.82,JPY,,21
13.1.3,HYDROGEN GAS DETECTION PANEL,HYDROGEN GAS DETECTION PANEL; duplex stainless steel process wetted construction; ASME B31.3 process piping fabrication basis; design ambient -20 to 45 degC. Supplier cost currency: CNY.,3,EA,,135207.14,CNY,,22
13.1.4,HYDROGEN GAS DETECTION MANIFOLD,HYDROGEN GAS DETECTION MANIFOLD; EPDM/PTFE compatible deionized water service; CE/UKCA technical file support package; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: USD.,4,EA,,19012,USD,,23
13.1.5,HYDROGEN GAS DETECTION SENSOR SET,HYDROGEN GAS DETECTION SENSOR SET; copper busbar with tin-plated contact surfaces; UL 508A industrial control panel construction basis; continuous operation duty with remote monitoring. Supplier cost currency: SGD.,5,EA,,25804.05,SGD,,24
13.1.6,HYDROGEN GAS DETECTION INSTALL KIT,HYDROGEN GAS DETECTION INSTALL KIT; powder-coated carbon steel structural frame; ISO 9001 traceable manufacturing record package; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: AUD.,2,EA,,29965.62,AUD,,20
13.2,FLAME SMOKE AND HEAT DETECTION,"UV/IR flame detectors, smoke detectors, heat detectors, and alarm devices.",1,LOT,,,,,
13.2.1,FLAME SMOKE AND ASSEMBLY,FLAME SMOKE AND ASSEMBLY; 316L stainless steel wetted construction; NFPA 2 hydrogen technologies design consideration; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: CNY.,3,EA,,92142.86,CNY,,23
13.2.2,FLAME SMOKE AND MODULE,FLAME SMOKE AND MODULE; duplex stainless steel process wetted construction; ASME B31.3 process piping fabrication basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: USD.,4,EA,,12983,USD,,24
13.2.3,FLAME SMOKE AND PANEL,FLAME SMOKE AND PANEL; EPDM/PTFE compatible deionized water service; CE/UKCA technical file support package; design ambient -20 to 45 degC. Supplier cost currency: SGD.,5,EA,,17656.76,SGD,,25
13.2.4,FLAME SMOKE AND MANIFOLD,FLAME SMOKE AND MANIFOLD; copper busbar with tin-plated contact surfaces; UL 508A industrial control panel construction basis; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: AUD.,6,EA,,20545.31,AUD,,26
13.2.5,FLAME SMOKE AND SENSOR SET,FLAME SMOKE AND SENSOR SET; powder-coated carbon steel structural frame; ISO 9001 traceable manufacturing record package; continuous operation duty with remote monitoring. Supplier cost currency: GBP.,3,EA,,10585.60,GBP,,22
13.2.6,FLAME SMOKE AND INSTALL KIT,FLAME SMOKE AND INSTALL KIT; FRP/HDPE chemical-resistant utility construction; IEC 60204-1 electrical machinery compliance; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: EUR.,4,EA,,12328.70,EUR,,23
13.3,VENTILATION FANS AND DAMPERS,"Ventilation fans, motorized dampers, airflow switches, and silencer package.",1,LOT,,,,,
13.3.1,VENTILATION FANS AND ASSEMBLY,VENTILATION FANS AND ASSEMBLY; duplex stainless steel process wetted construction; ASME B31.3 process piping fabrication basis; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: SGD.,3,EA,,22347.30,SGD,,23
13.3.2,VENTILATION FANS AND MODULE,VENTILATION FANS AND MODULE; EPDM/PTFE compatible deionized water service; CE/UKCA technical file support package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: AUD.,4,EA,,25968.75,AUD,,24
13.3.3,VENTILATION FANS AND PANEL,VENTILATION FANS AND PANEL; copper busbar with tin-plated contact surfaces; UL 508A industrial control panel construction basis; design ambient -20 to 45 degC. Supplier cost currency: GBP.,5,EA,,13362.40,GBP,,25
13.3.4,VENTILATION FANS AND MANIFOLD,VENTILATION FANS AND MANIFOLD; powder-coated carbon steel structural frame; ISO 9001 traceable manufacturing record package; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: EUR.,2,EA,,15542.59,EUR,,21
13.3.5,VENTILATION FANS AND SENSOR SET,VENTILATION FANS AND SENSOR SET; FRP/HDPE chemical-resistant utility construction; IEC 60204-1 electrical machinery compliance; continuous operation duty with remote monitoring. Supplier cost currency: KRW.,3,EA,,23108219.18,KRW,,22
13.3.6,VENTILATION FANS AND INSTALL KIT,VENTILATION FANS AND INSTALL KIT; IP66/NEMA 4X outdoor electrical enclosure; IEC 61511 instrumented protection design basis; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: HKD.,4,EA,,132437.50,HKD,,23
13.4,ALARM BEACONS AND HORNS,"Audible/visual alarms, stack lights, sirens, and local reset stations.",1,LOT,,,,,
13.4.1,ALARM BEACONS AND ASSEMBLY,ALARM BEACONS AND ASSEMBLY; EPDM/PTFE compatible deionized water service; CE/UKCA technical file support package; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: GBP.,5,EA,,10539.20,GBP,,25
13.4.2,ALARM BEACONS AND MODULE,ALARM BEACONS AND MODULE; copper busbar with tin-plated contact surfaces; UL 508A industrial control panel construction basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: EUR.,6,EA,,12275,EUR,,26
13.4.3,ALARM BEACONS AND PANEL,ALARM BEACONS AND PANEL; powder-coated carbon steel structural frame; ISO 9001 traceable manufacturing record package; design ambient -20 to 45 degC. Supplier cost currency: KRW.,3,EA,,18273972.60,KRW,,22
13.4.4,ALARM BEACONS AND MANIFOLD,ALARM BEACONS AND MANIFOLD; FRP/HDPE chemical-resistant utility construction; IEC 60204-1 electrical machinery compliance; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: HKD.,4,EA,,104867.19,HKD,,23
13.4.5,ALARM BEACONS AND SENSOR SET,ALARM BEACONS AND SENSOR SET; IP66/NEMA 4X outdoor electrical enclosure; IEC 61511 instrumented protection design basis; continuous operation duty with remote monitoring. Supplier cost currency: JPY.,5,EA,,2015820.90,JPY,,24
13.4.6,ALARM BEACONS AND INSTALL KIT,ALARM BEACONS AND INSTALL KIT; ATEX/IECEx suitable hydrogen-area component selection; ISO 22734 hydrogen generator equipment requirements; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: CNY.,6,EA,,97064.29,CNY,,25
13.5,SHUTDOWN INTERFACE HARDWARE,"Fire and gas logic interfaces, hardwired trips, and shutdown relay cabinets.",1,LOT,,,,,
13.5.1,SHUTDOWN INTERFACE HARDWARE ASSEMBLY,SHUTDOWN INTERFACE HARDWARE ASSEMBLY; copper busbar with tin-plated contact surfaces; UL 508A industrial control panel construction basis; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: KRW.,6,EA,,18234246.58,KRW,,26
13.5.2,SHUTDOWN INTERFACE HARDWARE MODULE,SHUTDOWN INTERFACE HARDWARE MODULE; powder-coated carbon steel structural frame; ISO 9001 traceable manufacturing record package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: HKD.,3,EA,,104640.62,HKD,,22
13.5.3,SHUTDOWN INTERFACE HARDWARE PANEL,SHUTDOWN INTERFACE HARDWARE PANEL; FRP/HDPE chemical-resistant utility construction; IEC 60204-1 electrical machinery compliance; design ambient -20 to 45 degC. Supplier cost currency: JPY.,4,EA,,2011492.54,JPY,,23
13.5.4,SHUTDOWN INTERFACE HARDWARE MANIFOLD,SHUTDOWN INTERFACE HARDWARE MANIFOLD; IP66/NEMA 4X outdoor electrical enclosure; IEC 61511 instrumented protection design basis; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: CNY.,5,EA,,96857.14,CNY,,24
13.5.5,SHUTDOWN INTERFACE HARDWARE SENSOR SET,SHUTDOWN INTERFACE HARDWARE SENSOR SET; ATEX/IECEx suitable hydrogen-area component selection; ISO 22734 hydrogen generator equipment requirements; continuous operation duty with remote monitoring. Supplier cost currency: USD.,6,EA,,13643,USD,,25
13.5.6,SHUTDOWN INTERFACE HARDWARE INSTALL KIT,SHUTDOWN INTERFACE HARDWARE INSTALL KIT; 316L stainless steel wetted construction; NFPA 2 hydrogen technologies design consideration; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: SGD.,3,EA,,18548.65,SGD,,26
14,NITROGEN PURGE AND UTILITY AIR SYSTEM,"Nitrogen purge skid, utility air treatment, dryers, regulators, receivers, and utility distribution piping.",1,LOT,,,,,
14.1,NITROGEN PURGE SKID,"Nitrogen pressure regulation, flow control, solenoids, and purge distribution.",1,LOT,,,,,
