item_code,item_name,item_description,qty,qty_unit,manual_unit_price,unit_cost,cost_currency,tax_class,markup_override
15.3.1,ANALYTICAL INSTRUMENTATION ASSEMBLY,ANALYTICAL INSTRUMENTATION ASSEMBLY; industrial Ethernet-ready control module; UL 508A industrial control panel construction basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: SGD.,13,LOT,,1667.03,SGD,,5
15.3.2,ANALYTICAL INSTRUMENTATION MODULE,ANALYTICAL INSTRUMENTATION MODULE; 316L stainless steel wetted parts; CE technical file support package; feed water conductivity target below 1 uS/cm. Supplier cost currency: KRW.,18,M,,18502034.7,KRW,,10
15.3.3,ANALYTICAL INSTRUMENTATION ACCESSORY,ANALYTICAL INSTRUMENTATION ACCESSORY; powder-coated carbon steel frame; ISO 9001 traceable manufacturing record package; ambient design range from -10 C to 45 C. Supplier cost currency: USD.,23,M2,,1391.05,USD,,11
15.3.4,ANALYTICAL INSTRUMENTATION SERVICE,ANALYTICAL INSTRUMENTATION SERVICE; FRP chemical-resistant cabinet; IECEx hazardous-area component selection basis; factory acceptance testing included before shipment. Supplier cost currency: EUR.,28,M3,,1359.24,EUR,,12
16,VALVES AND ACTUATED VALVES,VALVES AND ACTUATED VALVES; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
16.1,MANUAL VALVE PACKAGE,"MANUAL VALVE PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
16.1.1,MANUAL VALVE PACKAGE ASSEMBLY,MANUAL VALVE PACKAGE ASSEMBLY; PTFE-lined valve trim; UL 508A industrial control panel construction basis; operator training material included in handover pack. Supplier cost currency: KRW.,10,M,,13992500,KRW,,4
16.1.2,MANUAL VALVE PACKAGE MODULE,MANUAL VALVE PACKAGE MODULE; industrial Ethernet-ready control module; CE technical file support package; continuous operation duty with remote monitoring. Supplier cost currency: USD.,15,M2,,1045.35,USD,,11
16.1.3,MANUAL VALVE PACKAGE ACCESSORY,MANUAL VALVE PACKAGE ACCESSORY; 316L stainless steel wetted parts; ISO 9001 traceable manufacturing record package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: EUR.,20,M3,,1038.42,EUR,,12
16.1.4,MANUAL VALVE PACKAGE SERVICE,MANUAL VALVE PACKAGE SERVICE; powder-coated carbon steel frame; IECEx hazardous-area component selection basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: CNY.,25,HR,,8360.85,CNY,,14
16.2,CONTROL VALVE PACKAGE,"CONTROL VALVE PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
16.2.1,CONTROL VALVE PACKAGE ASSEMBLY,CONTROL VALVE PACKAGE ASSEMBLY; industrial Ethernet-ready control module; CE technical file support package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: CNY.,17,M3,,8009.35,CNY,,5
16.2.2,CONTROL VALVE PACKAGE MODULE,CONTROL VALVE PACKAGE MODULE; 316L stainless steel wetted parts; ISO 9001 traceable manufacturing record package; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: GBP.,22,HR,,973.1,GBP,,12
16.2.3,CONTROL VALVE PACKAGE ACCESSORY,CONTROL VALVE PACKAGE ACCESSORY; powder-coated carbon steel frame; IECEx hazardous-area component selection basis; feed water conductivity target below 1 uS/cm. Supplier cost currency: JPY.,27,DAY,,2002372.05,JPY,,14
16.2.4,CONTROL VALVE PACKAGE SERVICE,CONTROL VALVE PACKAGE SERVICE; FRP chemical-resistant cabinet; EN 1090 structural fabrication documentation; ambient design range from -10 C to 45 C. Supplier cost currency: AUD.,32,KG,,2082.85,AUD,,15
16.3,ESD VALVE PACKAGE,"ESD VALVE PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
16.3.1,ESD VALVE PACKAGE ASSEMBLY,ESD VALVE PACKAGE ASSEMBLY; 316L stainless steel wetted parts; ISO 9001 traceable manufacturing record package; feed water conductivity target below 1 uS/cm. Supplier cost currency: AUD.,24,DAY,,1979.95,AUD,,6
16.3.2,ESD VALVE PACKAGE MODULE,ESD VALVE PACKAGE MODULE; powder-coated carbon steel frame; IECEx hazardous-area component selection basis; ambient design range from -10 C to 45 C. Supplier cost currency: HKD.,29,KG,,10332.45,HKD,,14
16.3.3,ESD VALVE PACKAGE ACCESSORY,ESD VALVE PACKAGE ACCESSORY; FRP chemical-resistant cabinet; EN 1090 structural fabrication documentation; factory acceptance testing included before shipment. Supplier cost currency: SGD.,34,TON,,1947.56,SGD,,15
16.3.4,ESD VALVE PACKAGE SERVICE,ESD VALVE PACKAGE SERVICE; copper busbar with tinned contact faces; API-style inspection and test plan documentation; site commissioning supervision included. Supplier cost currency: KRW.,39,EA,,20938086.75,KRW,,16
17,PROCESS PIPING PACKAGE,PROCESS PIPING PACKAGE; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
17.1,HYDROGEN PIPING SPOOLS,"HYDROGEN PIPING SPOOLS covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
17.1.1,HYDROGEN PIPING SPOOLS ASSEMBLY,HYDROGEN PIPING SPOOLS ASSEMBLY; industrial Ethernet-ready control module; ISO 9001 traceable manufacturing record package; continuous operation duty with remote monitoring. Supplier cost currency: HKD.,21,KG,,7871.95,HKD,,5
17.1.2,HYDROGEN PIPING SPOOLS MODULE,HYDROGEN PIPING SPOOLS MODULE; 316L stainless steel wetted parts; IECEx hazardous-area component selection basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: SGD.,26,TON,,1489.9,SGD,,15
17.1.3,HYDROGEN PIPING SPOOLS ACCESSORY,HYDROGEN PIPING SPOOLS ACCESSORY; powder-coated carbon steel frame; EN 1090 structural fabrication documentation; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: KRW.,31,EA,,16428552.05,KRW,,16
17.1.4,HYDROGEN PIPING SPOOLS SERVICE,HYDROGEN PIPING SPOOLS SERVICE; FRP chemical-resistant cabinet; API-style inspection and test plan documentation; feed water conductivity target below 1 uS/cm. Supplier cost currency: USD.,36,SET,,1265.4,USD,,18
17.2,WATER PIPING SPOOLS,"WATER PIPING SPOOLS covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
17.2.1,WATER PIPING SPOOLS ASSEMBLY,WATER PIPING SPOOLS ASSEMBLY; 316L stainless steel wetted parts; IECEx hazardous-area component selection basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: USD.,28,EA,,1186.7,USD,,6
17.2.2,WATER PIPING SPOOLS MODULE,WATER PIPING SPOOLS MODULE; powder-coated carbon steel frame; EN 1090 structural fabrication documentation; feed water conductivity target below 1 uS/cm. Supplier cost currency: EUR.,33,SET,,1169.85,EUR,,16
17.2.3,WATER PIPING SPOOLS ACCESSORY,WATER PIPING SPOOLS ACCESSORY; FRP chemical-resistant cabinet; API-style inspection and test plan documentation; ambient design range from -10 C to 45 C. Supplier cost currency: CNY.,38,LOT,,9271,CNY,,18
17.2.4,WATER PIPING SPOOLS SERVICE,WATER PIPING SPOOLS SERVICE; copper busbar with tinned contact faces; ISO 22734 hydrogen generator design basis; factory acceptance testing included before shipment. Supplier cost currency: GBP.,43,M,,1159.55,GBP,,20
17.3,UTILITY PIPING SPOOLS,"UTILITY PIPING SPOOLS covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
17.3.1,UTILITY PIPING SPOOLS ASSEMBLY,UTILITY PIPING SPOOLS ASSEMBLY; powder-coated carbon steel frame; EN 1090 structural fabrication documentation; ambient design range from -10 C to 45 C. Supplier cost currency: GBP.,35,LOT,,1089.65,GBP,,7
17.3.2,UTILITY PIPING SPOOLS MODULE,UTILITY PIPING SPOOLS MODULE; FRP chemical-resistant cabinet; API-style inspection and test plan documentation; factory acceptance testing included before shipment. Supplier cost currency: JPY.,40,M,,2203269.4,JPY,,18
17.3.3,UTILITY PIPING SPOOLS ACCESSORY,UTILITY PIPING SPOOLS ACCESSORY; copper busbar with tinned contact faces; ISO 22734 hydrogen generator design basis; site commissioning supervision included. Supplier cost currency: AUD.,45,M2,,2292.4,AUD,,20
17.3.4,UTILITY PIPING SPOOLS SERVICE,UTILITY PIPING SPOOLS SERVICE; IP66 outdoor electrical enclosure; ASME B31.3 process piping fabrication basis; spare terminals reserved for future expansion. Supplier cost currency: HKD.,50,M3,,11694.9,HKD,,4
18,PIPE SUPPORTS AND HANGERS,PIPE SUPPORTS AND HANGERS; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
18.1,PRIMARY PIPE SUPPORTS,"PRIMARY PIPE SUPPORTS covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
18.1.1,PRIMARY PIPE SUPPORTS ASSEMBLY,PRIMARY PIPE SUPPORTS ASSEMBLY; 316L stainless steel wetted parts; EN 1090 structural fabrication documentation; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: JPY.,32,M,,1699414.7,JPY,,6
18.1.2,PRIMARY PIPE SUPPORTS MODULE,PRIMARY PIPE SUPPORTS MODULE; powder-coated carbon steel frame; API-style inspection and test plan documentation; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: AUD.,37,M2,,1775.65,AUD,,20
18.1.3,PRIMARY PIPE SUPPORTS ACCESSORY,PRIMARY PIPE SUPPORTS ACCESSORY; FRP chemical-resistant cabinet; ISO 22734 hydrogen generator design basis; feed water conductivity target below 1 uS/cm. Supplier cost currency: HKD.,42,M3,,9234.4,HKD,,22
18.1.4,PRIMARY PIPE SUPPORTS SERVICE,PRIMARY PIPE SUPPORTS SERVICE; copper busbar with tinned contact faces; ASME B31.3 process piping fabrication basis; ambient design range from -10 C to 45 C. Supplier cost currency: SGD.,47,HR,,1770.43,SGD,,24
18.2,SECONDARY STEEL SUPPORTS,"SECONDARY STEEL SUPPORTS covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
18.2.1,SECONDARY STEEL SUPPORTS ASSEMBLY,SECONDARY STEEL SUPPORTS ASSEMBLY; powder-coated carbon steel frame; API-style inspection and test plan documentation; feed water conductivity target below 1 uS/cm. Supplier cost currency: SGD.,39,M3,,1675.89,SGD,,7
18.2.2,SECONDARY STEEL SUPPORTS MODULE,SECONDARY STEEL SUPPORTS MODULE; FRP chemical-resistant cabinet; ISO 22734 hydrogen generator design basis; ambient design range from -10 C to 45 C. Supplier cost currency: KRW.,44,HR,,18226569.4,KRW,,22
18.2.3,SECONDARY STEEL SUPPORTS ACCESSORY,SECONDARY STEEL SUPPORTS ACCESSORY; copper busbar with tinned contact faces; ASME B31.3 process piping fabrication basis; factory acceptance testing included before shipment. Supplier cost currency: USD.,49,DAY,,1406.75,USD,,24
18.2.4,SECONDARY STEEL SUPPORTS SERVICE,SECONDARY STEEL SUPPORTS SERVICE; IP66 outdoor electrical enclosure; IEC 60204 machine electrical safety basis; site commissioning supervision included. Supplier cost currency: EUR.,54,KG,,1376.46,EUR,,4
18.3,ANCHOR AND GUIDE PACKAGE,"ANCHOR AND GUIDE PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
18.3.1,ANCHOR AND GUIDE PACKAGE ASSEMBLY,ANCHOR AND GUIDE PACKAGE ASSEMBLY; FRP chemical-resistant cabinet; ISO 22734 hydrogen generator design basis; factory acceptance testing included before shipment. Supplier cost currency: EUR.,46,DAY,,1301.28,EUR,,8
18.3.2,ANCHOR AND GUIDE PACKAGE MODULE,ANCHOR AND GUIDE PACKAGE MODULE; copper busbar with tinned contact faces; ASME B31.3 process piping fabrication basis; site commissioning supervision included. Supplier cost currency: CNY.,51,KG,,10181.15,CNY,,24
18.3.3,ANCHOR AND GUIDE PACKAGE ACCESSORY,ANCHOR AND GUIDE PACKAGE ACCESSORY; IP66 outdoor electrical enclosure; IEC 60204 machine electrical safety basis; spare terminals reserved for future expansion. Supplier cost currency: GBP.,56,TON,,1276.1,GBP,,4
18.3.4,ANCHOR AND GUIDE PACKAGE SERVICE,ANCHOR AND GUIDE PACKAGE SERVICE; duplex stainless pipe spool; NFPA 2 hydrogen technologies layout guidance; maintenance access clearances included in layout. Supplier cost currency: JPY.,61,EA,,2475481.45,JPY,,11
19,WATER TREATMENT SYSTEM,WATER TREATMENT SYSTEM; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
19.1,RO PRETREATMENT SKID,"RO PRETREATMENT SKID covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
19.1.1,RO PRETREATMENT SKID ASSEMBLY,RO PRETREATMENT SKID ASSEMBLY; powder-coated carbon steel frame; ISO 22734 hydrogen generator design basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: CNY.,43,KG,,7907.25,CNY,,7
19.1.2,RO PRETREATMENT SKID MODULE,RO PRETREATMENT SKID MODULE; FRP chemical-resistant cabinet; ASME B31.3 process piping fabrication basis; feed water conductivity target below 1 uS/cm. Supplier cost currency: GBP.,48,TON,,992.6,GBP,,10
19.1.3,RO PRETREATMENT SKID ACCESSORY,RO PRETREATMENT SKID ACCESSORY; copper busbar with tinned contact faces; IEC 60204 machine electrical safety basis; ambient design range from -10 C to 45 C. Supplier cost currency: JPY.,53,EA,,1971626.75,JPY,,11
19.1.4,RO PRETREATMENT SKID SERVICE,RO PRETREATMENT SKID SERVICE; IP66 outdoor electrical enclosure; NFPA 2 hydrogen technologies layout guidance; factory acceptance testing included before shipment. Supplier cost currency: AUD.,58,SET,,2088.1,AUD,,4
19.2,POLISHING SKID PACKAGE,"POLISHING SKID PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
19.2.1,POLISHING SKID PACKAGE ASSEMBLY,POLISHING SKID PACKAGE ASSEMBLY; FRP chemical-resistant cabinet; ASME B31.3 process piping fabrication basis; ambient design range from -10 C to 45 C. Supplier cost currency: AUD.,50,EA,,1985.2,AUD,,8
19.2.2,POLISHING SKID PACKAGE MODULE,POLISHING SKID PACKAGE MODULE; copper busbar with tinned contact faces; IEC 60204 machine electrical safety basis; factory acceptance testing included before shipment. Supplier cost currency: HKD.,55,SET,,10218.95,HKD,,11
19.2.3,POLISHING SKID PACKAGE ACCESSORY,POLISHING SKID PACKAGE ACCESSORY; IP66 outdoor electrical enclosure; NFPA 2 hydrogen technologies layout guidance; site commissioning supervision included. Supplier cost currency: SGD.,60,LOT,,1956.42,SGD,,4
19.2.4,POLISHING SKID PACKAGE SERVICE,POLISHING SKID PACKAGE SERVICE; duplex stainless pipe spool; UL 508A industrial control panel construction basis; spare terminals reserved for future expansion. Supplier cost currency: KRW.,65,M,,20662621.45,KRW,,14
19.3,CHEMICAL DOSING PACKAGE,"CHEMICAL DOSING PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
19.3.1,CHEMICAL DOSING PACKAGE ASSEMBLY,CHEMICAL DOSING PACKAGE ASSEMBLY; copper busbar with tinned contact faces; IEC 60204 machine electrical safety basis; site commissioning supervision included. Supplier cost currency: KRW.,57,LOT,,20024586.75,KRW,,9
19.3.2,CHEMICAL DOSING PACKAGE MODULE,CHEMICAL DOSING PACKAGE MODULE; IP66 outdoor electrical enclosure; NFPA 2 hydrogen technologies layout guidance; spare terminals reserved for future expansion. Supplier cost currency: USD.,62,M,,1548.1,USD,,4
19.3.3,CHEMICAL DOSING PACKAGE ACCESSORY,CHEMICAL DOSING PACKAGE ACCESSORY; duplex stainless pipe spool; UL 508A industrial control panel construction basis; maintenance access clearances included in layout. Supplier cost currency: EUR.,67,M2,,1507.89,EUR,,14
19.3.4,CHEMICAL DOSING PACKAGE SERVICE,CHEMICAL DOSING PACKAGE SERVICE; HDPE utility distribution header; CE technical file support package; operator training material included in handover pack. Supplier cost currency: CNY.,72,M3,,11442.8,CNY,,15
20,DEIONIZED WATER STORAGE,DEIONIZED WATER STORAGE; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
20.1,DI WATER STORAGE TANK,"DI WATER STORAGE TANK covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
20.1.1,DI WATER STORAGE TANK ASSEMBLY,DI WATER STORAGE TANK ASSEMBLY; FRP chemical-resistant cabinet; IEC 60204 machine electrical safety basis; feed water conductivity target below 1 uS/cm. Supplier cost currency: USD.,54,M,,1202.4,USD,,8
20.1.2,DI WATER STORAGE TANK MODULE,DI WATER STORAGE TANK MODULE; copper busbar with tinned contact faces; NFPA 2 hydrogen technologies layout guidance; ambient design range from -10 C to 45 C. Supplier cost currency: EUR.,59,M2,,1187.07,EUR,,14
20.1.3,DI WATER STORAGE TANK ACCESSORY,DI WATER STORAGE TANK ACCESSORY; IP66 outdoor electrical enclosure; UL 508A industrial control panel construction basis; factory acceptance testing included before shipment. Supplier cost currency: CNY.,64,M3,,9168.9,CNY,,4
20.1.4,DI WATER STORAGE TANK SERVICE,DI WATER STORAGE TANK SERVICE; duplex stainless pipe spool; CE technical file support package; site commissioning supervision included. Supplier cost currency: GBP.,69,HR,,1179.05,GBP,,16
20.2,TRANSFER PUMP PACKAGE,"TRANSFER PUMP PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
20.2.1,TRANSFER PUMP PACKAGE ASSEMBLY,TRANSFER PUMP PACKAGE ASSEMBLY; copper busbar with tinned contact faces; NFPA 2 hydrogen technologies layout guidance; factory acceptance testing included before shipment. Supplier cost currency: GBP.,61,M3,,1109.15,GBP,,9
20.2.2,TRANSFER PUMP PACKAGE MODULE,TRANSFER PUMP PACKAGE MODULE; IP66 outdoor electrical enclosure; UL 508A industrial control panel construction basis; site commissioning supervision included. Supplier cost currency: JPY.,66,HR,,2172524.1,JPY,,4
20.2.3,TRANSFER PUMP PACKAGE ACCESSORY,TRANSFER PUMP PACKAGE ACCESSORY; duplex stainless pipe spool; CE technical file support package; spare terminals reserved for future expansion. Supplier cost currency: AUD.,71,DAY,,2297.65,AUD,,16
20.2.4,TRANSFER PUMP PACKAGE SERVICE,TRANSFER PUMP PACKAGE SERVICE; HDPE utility distribution header; ISO 9001 traceable manufacturing record package; maintenance access clearances included in layout. Supplier cost currency: HKD.,76,KG,,11581.4,HKD,,18
20.3,LEVEL AND VENT PACKAGE,"LEVEL AND VENT PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
20.3.1,LEVEL AND VENT PACKAGE ASSEMBLY,LEVEL AND VENT PACKAGE ASSEMBLY; IP66 outdoor electrical enclosure; UL 508A industrial control panel construction basis; spare terminals reserved for future expansion. Supplier cost currency: HKD.,68,DAY,,11203.5,HKD,,4
20.3.2,LEVEL AND VENT PACKAGE MODULE,LEVEL AND VENT PACKAGE MODULE; duplex stainless pipe spool; CE technical file support package; maintenance access clearances included in layout. Supplier cost currency: SGD.,73,KG,,2142.41,SGD,,16
20.3.3,LEVEL AND VENT PACKAGE ACCESSORY,LEVEL AND VENT PACKAGE ACCESSORY; HDPE utility distribution header; ISO 9001 traceable manufacturing record package; operator training material included in handover pack. Supplier cost currency: KRW.,78,TON,,22460638.8,KRW,,18
20.3.4,LEVEL AND VENT PACKAGE SERVICE,LEVEL AND VENT PACKAGE SERVICE; aluminum cable ladder and support hardware; IECEx hazardous-area component selection basis; continuous operation duty with remote monitoring. Supplier cost currency: USD.,83,EA,,1612,USD,,20
21,HYDROGEN DRYING SYSTEM,HYDROGEN DRYING SYSTEM; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
21.1,DRYER VESSELS,"DRYER VESSELS covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
21.1.1,DRYER VESSELS ASSEMBLY,DRYER VESSELS ASSEMBLY; copper busbar with tinned contact faces; UL 508A industrial control panel construction basis; ambient design range from -10 C to 45 C. Supplier cost currency: SGD.,65,KG,,1684.75,SGD,,9
21.1.2,DRYER VESSELS MODULE,DRYER VESSELS MODULE; IP66 outdoor electrical enclosure; CE technical file support package; factory acceptance testing included before shipment. Supplier cost currency: KRW.,70,TON,,17951104.1,KRW,,4
21.1.3,DRYER VESSELS ACCESSORY,DRYER VESSELS ACCESSORY; duplex stainless pipe spool; ISO 9001 traceable manufacturing record package; site commissioning supervision included. Supplier cost currency: USD.,75,EA,,1422.45,USD,,20
21.1.4,DRYER VESSELS SERVICE,DRYER VESSELS SERVICE; HDPE utility distribution header; IECEx hazardous-area component selection basis; spare terminals reserved for future expansion. Supplier cost currency: EUR.,80,SET,,1393.68,EUR,,22
21.2,REGENERATION PACKAGE,"REGENERATION PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
21.2.1,REGENERATION PACKAGE ASSEMBLY,REGENERATION PACKAGE ASSEMBLY; IP66 outdoor electrical enclosure; CE technical file support package; site commissioning supervision included. Supplier cost currency: EUR.,72,EA,,1318.5,EUR,,4
21.2.2,REGENERATION PACKAGE MODULE,REGENERATION PACKAGE MODULE; duplex stainless pipe spool; ISO 9001 traceable manufacturing record package; spare terminals reserved for future expansion. Supplier cost currency: CNY.,77,SET,,10079.05,CNY,,20
21.2.3,REGENERATION PACKAGE ACCESSORY,REGENERATION PACKAGE ACCESSORY; HDPE utility distribution header; IECEx hazardous-area component selection basis; maintenance access clearances included in layout. Supplier cost currency: GBP.,82,LOT,,1295.6,GBP,,22
21.2.4,REGENERATION PACKAGE SERVICE,REGENERATION PACKAGE SERVICE; aluminum cable ladder and support hardware; EN 1090 structural fabrication documentation; operator training material included in handover pack. Supplier cost currency: JPY.,87,M,,2444580,JPY,,24
21.3,MOISTURE MONITORING PACKAGE,"MOISTURE MONITORING PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
21.3.1,MOISTURE MONITORING PACKAGE ASSEMBLY,MOISTURE MONITORING PACKAGE ASSEMBLY; duplex stainless pipe spool; ISO 9001 traceable manufacturing record package; maintenance access clearances included in layout. Supplier cost currency: JPY.,79,LOT,,2373421.45,JPY,,5
21.3.2,MOISTURE MONITORING PACKAGE MODULE,MOISTURE MONITORING PACKAGE MODULE; HDPE utility distribution header; IECEx hazardous-area component selection basis; operator training material included in handover pack. Supplier cost currency: AUD.,84,M,,2507.2,AUD,,22
21.3.3,MOISTURE MONITORING PACKAGE ACCESSORY,MOISTURE MONITORING PACKAGE ACCESSORY; aluminum cable ladder and support hardware; EN 1090 structural fabrication documentation; continuous operation duty with remote monitoring. Supplier cost currency: HKD.,89,M2,,12409.8,HKD,,24
21.3.4,MOISTURE MONITORING PACKAGE SERVICE,MOISTURE MONITORING PACKAGE SERVICE; PTFE-lined valve trim; API-style inspection and test plan documentation; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: SGD.,94,M3,,2266.79,SGD,,10
22,HYDROGEN PURIFICATION SYSTEM,HYDROGEN PURIFICATION SYSTEM; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
22.1,POLISHING FILTER PACKAGE,"POLISHING FILTER PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
22.1.1,POLISHING FILTER PACKAGE ASSEMBLY,POLISHING FILTER PACKAGE ASSEMBLY; IP66 outdoor electrical enclosure; ISO 9001 traceable manufacturing record package; factory acceptance testing included before shipment. Supplier cost currency: AUD.,76,M,,1990.45,AUD,,4
22.1.2,POLISHING FILTER PACKAGE MODULE,POLISHING FILTER PACKAGE MODULE; duplex stainless pipe spool; IECEx hazardous-area component selection basis; site commissioning supervision included. Supplier cost currency: HKD.,81,M2,,10105.45,HKD,,24
22.1.3,POLISHING FILTER PACKAGE ACCESSORY,POLISHING FILTER PACKAGE ACCESSORY; HDPE utility distribution header; EN 1090 structural fabrication documentation; spare terminals reserved for future expansion. Supplier cost currency: SGD.,86,M3,,1965.28,SGD,,10
22.1.4,POLISHING FILTER PACKAGE SERVICE,POLISHING FILTER PACKAGE SERVICE; aluminum cable ladder and support hardware; API-style inspection and test plan documentation; maintenance access clearances included in layout. Supplier cost currency: KRW.,91,HR,,20387000,KRW,,11
22.2,CATALYST GUARD PACKAGE,"CATALYST GUARD PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
22.2.1,CATALYST GUARD PACKAGE ASSEMBLY,CATALYST GUARD PACKAGE ASSEMBLY; duplex stainless pipe spool; IECEx hazardous-area component selection basis; spare terminals reserved for future expansion. Supplier cost currency: KRW.,83,M3,,19749121.45,KRW,,5
22.2.2,CATALYST GUARD PACKAGE MODULE,CATALYST GUARD PACKAGE MODULE; HDPE utility distribution header; EN 1090 structural fabrication documentation; maintenance access clearances included in layout. Supplier cost currency: USD.,88,HR,,1563.8,USD,,10
22.2.3,CATALYST GUARD PACKAGE ACCESSORY,CATALYST GUARD PACKAGE ACCESSORY; aluminum cable ladder and support hardware; API-style inspection and test plan documentation; operator training material included in handover pack. Supplier cost currency: EUR.,93,DAY,,1368.96,EUR,,11
22.2.4,CATALYST GUARD PACKAGE SERVICE,CATALYST GUARD PACKAGE SERVICE; PTFE-lined valve trim; ISO 22734 hydrogen generator design basis; continuous operation duty with remote monitoring. Supplier cost currency: CNY.,98,KG,,11184.55,CNY,,12
22.3,SAMPLE PANEL PACKAGE,"SAMPLE PANEL PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
22.3.1,SAMPLE PANEL PACKAGE ASSEMBLY,SAMPLE PANEL PACKAGE ASSEMBLY; HDPE utility distribution header; EN 1090 structural fabrication documentation; operator training material included in handover pack. Supplier cost currency: CNY.,90,DAY,,10989.2,CNY,,6
22.3.2,SAMPLE PANEL PACKAGE MODULE,SAMPLE PANEL PACKAGE MODULE; aluminum cable ladder and support hardware; API-style inspection and test plan documentation; continuous operation duty with remote monitoring. Supplier cost currency: GBP.,95,KG,,1256,GBP,,11
22.3.3,SAMPLE PANEL PACKAGE ACCESSORY,SAMPLE PANEL PACKAGE ACCESSORY; PTFE-lined valve trim; ISO 22734 hydrogen generator design basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: JPY.,100,TON,,2645477.35,JPY,,12
22.3.4,SAMPLE PANEL PACKAGE SERVICE,SAMPLE PANEL PACKAGE SERVICE; industrial Ethernet-ready control module; ASME B31.3 process piping fabrication basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: AUD.,105,EA,,2663.5,AUD,,14
23,COOLING WATER SYSTEM,COOLING WATER SYSTEM; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
23.1,CLOSED-LOOP COOLER,"CLOSED-LOOP COOLER covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
23.1.1,CLOSED-LOOP COOLER ASSEMBLY,CLOSED-LOOP COOLER ASSEMBLY; duplex stainless pipe spool; EN 1090 structural fabrication documentation; site commissioning supervision included. Supplier cost currency: GBP.,87,KG,,1128.65,GBP,,5
23.1.2,CLOSED-LOOP COOLER MODULE,CLOSED-LOOP COOLER MODULE; HDPE utility distribution header; API-style inspection and test plan documentation; spare terminals reserved for future expansion. Supplier cost currency: JPY.,92,TON,,2141778.8,JPY,,12
23.1.3,CLOSED-LOOP COOLER ACCESSORY,CLOSED-LOOP COOLER ACCESSORY; aluminum cable ladder and support hardware; ISO 22734 hydrogen generator design basis; maintenance access clearances included in layout. Supplier cost currency: AUD.,97,EA,,2146.75,AUD,,14
